init_x,init_y,next_x,next_y
0.301953,0.627463,1.767320,1.538350
0.714447,0.891571,0.365287,0.457270
0.396482,0.459614,0.072364,0.329496
0.887149,0.697247,1.178191,0.490356
0.875426,0.306527,2.003397,-0.116148
0.435316,0.128272,-1.413199,0.228666
0.903259,0.560628,0.739998,3.295241
0.954849,0.965503,1.968120,0.871254
0.348541,0.650817,-1.783509,1.065907
0.855988,0.785380,2.510794,0.937293
0.454669,0.594690,0.122723,0.199010
0.412350,0.163762,0.913472,-0.526862
0.747055,0.559605,0.693572,-0.328454
0.453847,0.978906,-0.935586,-0.345378
0.587764,0.142535,0.768874,-0.202036
0.593057,0.535563,-0.188632,1.270808
0.354779,0.307610,0.910100,0.174092
0.857136,0.718232,0.598543,1.432550
0.100910,0.760738,1.036391,0.594214
0.396994,0.310055,-0.676918,1.542289
0.313854,0.666787,-0.906020,1.334809
0.234720,0.687422,0.337300,0.855465
0.236048,0.256585,-0.652426,-0.474964
0.341535,0.138089,0.738408,0.538221
0.332799,0.640727,0.241994,1.217457
0.986394,0.857245,0.580039,1.559879
0.889943,0.426431,2.560807,-0.972255
0.638098,0.203469,2.093264,-1.657305
0.057601,0.218120,-0.502769,-0.595880
0.378516,0.744027,-0.048307,1.137355
0.117869,0.474387,0.623125,0.064705
0.793716,0.014335,-0.346452,1.430791
0.976391,0.996564,0.416225,0.686457
0.890312,0.878825,0.801831,-1.812891
0.057853,0.228399,0.237260,-1.080042
0.477508,0.827933,1.098137,0.638160
0.209532,0.819291,0.599875,-0.421908
0.249775,0.977953,-0.496661,1.805740
0.717208,0.375299,0.859036,-0.961660
0.324455,0.242922,0.768117,-0.324885
0.293733,0.702273,-0.534068,0.022163
0.267586,0.978035,-0.945033,0.316196
0.540877,0.150590,1.071088,-0.096810
0.239589,0.576282,1.078437,0.881490
0.104411,0.016888,0.667069,-0.926093
0.013448,0.107141,-0.773470,0.415917
0.369850,0.228647,1.525684,0.302280
0.028144,0.838946,0.346985,0.962437
0.236425,0.273019,-0.756425,-0.306182
0.009005,0.323644,-0.806699,0.854596
0.728228,0.853145,1.073000,0.683486
0.454664,0.942087,0.267615,0.151831
0.634317,0.517309,-0.023075,0.588975
0.010887,0.916312,0.202254,-0.824431
0.216699,0.341238,1.040948,0.559152
0.704981,0.493578,1.297109,0.308718
0.218910,0.789056,0.735234,0.631536
0.938654,0.792577,1.532262,-0.927886
