init_x,init_y,next_x,next_y
0.054126,0.391926,-1.543195,-1.431610
0.074553,0.010000,1.020794,-1.367337
0.949859,0.635020,1.471980,-0.948599
0.538629,0.983245,0.123281,0.498155
0.489622,0.891230,0.570327,-0.696598
0.066490,0.929773,1.051296,0.155407
0.643494,0.433332,0.891179,1.748396
0.810133,0.958333,0.571687,1.371216
0.114565,0.791088,0.766323,1.727563
0.123071,0.400418,-0.722619,0.860216
0.535738,0.611507,-0.115705,0.986455
0.053985,0.209564,0.090126,1.729193
0.134500,0.172356,0.819471,-1.263730
0.155616,0.377932,0.206285,0.135877
0.587086,0.673519,-0.970003,1.725515
0.802378,0.018106,-0.397445,-0.608872
0.950523,0.663284,0.773347,-0.106496
0.138001,0.200393,-0.130560,-1.218171
0.218695,0.196212,0.212962,0.391291
0.395001,0.906579,0.652981,0.670618
0.497758,0.685889,0.578963,0.648455
0.022220,0.855500,1.832704,2.185520
0.991408,0.381814,-1.131168,1.093915
0.689930,0.837794,0.808592,-0.168025
0.360255,0.291525,2.139914,-1.777116
0.011251,0.579260,-1.145409,-0.107319
0.837833,0.525205,0.502690,1.307641
0.379354,0.487456,-1.085619,-0.141307
0.437255,0.730083,0.519518,2.531624
0.288753,0.395943,-0.156403,1.837669
0.359733,0.130831,0.500252,1.560656
0.971174,0.455783,-0.313974,0.027323
0.538948,0.236204,0.522363,-0.099958
0.406607,0.492235,-1.478711,1.428549
0.832860,0.378614,-1.359603,-1.345841
0.719299,0.812675,2.125633,0.643390
0.217580,0.640447,-0.346410,-1.365619
0.154411,0.702566,0.085147,-0.711474
0.674874,0.227010,2.138700,0.768749
0.205112,0.588342,-0.595434,-2.088332
0.162821,0.550650,0.722997,-0.363096
0.111621,0.559842,2.524800,0.040539
0.057121,0.887281,-0.278215,1.162122
0.829784,0.513192,1.622544,1.460851
0.917497,0.272210,2.030937,0.313623
0.439923,0.247902,0.769561,0.887990
0.689161,0.761562,0.180869,0.220422
0.526582,0.047037,-0.157916,-0.960982
0.244980,0.826243,1.376943,0.555919
0.063301,0.775653,-0.272067,-0.122446
0.667104,0.789146,0.213543,0.566892
0.911692,0.763203,1.009932,-0.522309
0.756695,0.371481,2.174784,-1.088688
0.512674,0.623506,-1.348262,1.381382
0.178037,0.691947,0.648612,-0.611324
0.929360,0.670151,1.460760,-0.418009
0.078525,0.157138,1.693861,0.439757
0.053142,0.170020,-1.686181,0.886916
0.543041,0.473461,1.600501,1.927425
0.000326,0.384851,0.700714,1.004873
0.949104,0.275741,1.037434,-3.630554
0.630151,0.673260,0.200796,1.077930
0.475945,0.135812,0.373681,-0.473931
0.706659,0.752417,-0.061482,-0.543828
0.057978,0.350061,0.326967,0.606199
0.053218,0.603620,1.399786,1.764402
0.863162,0.884613,1.300654,1.412982
0.200442,0.050915,0.465853,1.391927
0.986905,0.736343,-1.162043,0.385460
0.907826,0.250883,0.206574,1.101104
0.597050,0.353840,0.704565,0.422734
0.198299,0.491250,1.394774,0.911384
0.280320,0.708914,0.263748,0.461294
0.887348,0.804734,1.467053,-0.279707
0.275619,0.484051,-0.479474,-2.458962
0.762460,0.091178,1.175558,0.447541
0.608505,0.825493,-1.990342,0.364372
0.739314,0.536376,2.274313,-0.497028
0.757494,0.157380,-1.159125,2.040745
0.796098,0.997996,0.975089,0.237878
0.335114,0.475856,1.191781,-0.087388
0.462719,0.041055,-1.463655,-0.737598
0.055068,0.134309,-1.201679,-0.964681
0.987507,0.339233,2.679120,-0.156905
0.872968,0.306845,-0.095260,1.433201
0.609540,0.428028,0.348697,-1.404907
0.376778,0.305200,0.314670,1.132278
0.476289,0.672840,-1.024962,0.958966
0.565592,0.280814,-0.340012,-0.603128
0.971385,0.653443,-1.220086,-0.464912
0.076687,0.587440,-0.566879,-1.600214
0.346357,0.818636,-0.009340,1.166383
0.733124,0.592472,0.081935,-1.332115
0.679244,0.905982,0.378083,1.436562
0.951649,0.930564,-0.262151,1.783141
0.536447,0.044425,-1.593857,0.676886
0.483089,0.569282,0.174768,0.269358
0.576394,0.034026,0.044656,-0.184198
0.789311,0.830446,1.271723,-0.236003
0.775725,0.066294,-0.851269,-1.083068
0.283422,0.866166,1.105967,-2.263085
0.561395,0.539375,-2.187848,0.782590
0.409642,0.851398,1.062472,2.619740
0.610249,0.011233,2.750897,-1.078808
0.373284,0.803430,-0.662938,1.481377
0.397410,0.404461,0.135863,-0.023032
0.873519,0.962595,1.192799,0.983675
0.917584,0.578567,0.052367,2.713446
0.662826,0.323752,-0.645040,-2.655871
0.716718,0.668527,-0.632841,-0.108676
0.522959,0.582644,0.167942,-0.512000
0.854465,0.591632,1.423936,0.339865
0.668500,0.879693,0.655113,0.148354
0.822892,0.453754,0.371961,1.437123
0.923241,0.295360,-0.389046,0.379443
0.562208,0.728463,1.074657,1.673629
0.866248,0.186500,-0.913149,0.487526
0.643378,0.701089,-0.188391,1.164327
0.938765,0.061531,-0.379299,0.025196
0.744421,0.703982,-0.036527,0.360417
0.746773,0.559338,0.703434,0.581056
0.968920,0.873607,-0.293990,2.067155
0.303310,0.676641,0.660143,-0.659835
0.145810,0.598670,0.876786,1.222067
0.142057,0.425250,1.522701,1.343059
0.770532,0.933012,0.790123,0.518856
0.577245,0.109610,1.140094,-0.222861
