init_x,init_y,next_x,next_y
1.878003,1.751886,1.464057,-0.012089
1.308891,0.815238,1.120327,0.856997
1.477281,1.171974,1.882226,-0.507356
0.457907,1.283881,0.556025,1.081352
1.234558,1.150990,0.199050,0.458611
0.571894,1.087326,1.174327,1.034416
1.533364,1.697418,-0.006569,2.130340
0.807687,1.976879,1.566583,4.558307
0.881887,1.912392,1.587683,0.841319
1.720198,0.803767,1.576711,2.036382
1.716706,1.396400,3.199610,-0.398621
1.797597,1.878006,0.758744,2.430485
1.674013,1.666697,0.454329,0.943503
0.520636,1.138536,-0.742500,-0.715627
0.078046,1.196389,0.333482,1.451909
1.136708,0.761695,-0.222612,-0.250390
0.571183,1.593632,-0.900070,-0.559747
0.444376,1.999546,0.378215,-1.119151
0.885808,0.106000,1.430740,-1.153709
0.884994,0.908372,1.040995,0.572051
1.033982,0.491084,0.780170,1.070774
0.507246,1.686362,0.503551,2.694718
1.267602,0.028192,-0.666418,-0.297755
1.301498,1.634741,1.049671,1.245606
1.578512,1.002535,-0.291853,2.601208
1.837901,1.320144,0.986596,0.575405
1.841169,1.022669,2.978895,1.852348
0.401897,0.760612,0.328036,-0.473505
0.116052,0.212539,-0.804797,0.291138
1.370534,1.391490,0.541943,1.307579
0.674606,0.173921,0.419049,-0.229876
1.540600,1.019293,1.409334,-0.354830
1.313844,1.557935,1.765451,-0.286616
0.143024,0.031351,-0.152949,-0.070717
0.990836,0.626967,0.278749,0.089751
0.190526,0.883365,-0.565353,-0.037378
1.914631,0.673637,1.515713,-1.071051
1.297658,1.691954,0.883775,1.243579
1.784945,1.666387,1.193037,2.490029
0.895159,0.693078,-0.541914,-0.268587
1.934185,0.533980,1.153930,-0.722704
0.002609,0.013996,-1.264979,2.474043
1.020853,1.927406,2.331575,1.496025
0.054737,0.099399,-0.755155,-0.572429
1.245701,1.124330,0.855369,0.503611
0.124684,0.287066,0.681495,-0.274990
0.238363,0.258438,1.459795,1.955498
0.372777,0.648122,0.336086,0.333322
0.253327,1.026536,1.429099,-0.309116
1.667450,1.630888,0.669623,-0.669623
1.447131,1.144203,0.266896,0.830236
0.387749,1.616163,2.433756,1.566211
1.401713,0.602209,0.729696,0.237651
1.767245,1.044475,-0.340700,1.014579
1.561030,0.970579,0.362760,1.194227
1.920455,0.238766,0.006873,-0.175346
1.050428,1.512508,0.814535,2.622067
1.396296,0.380689,-0.515071,-0.874596
1.811343,1.095238,0.794451,-0.145426
1.667559,0.726396,-1.987202,0.349851
1.212278,0.364690,-0.424990,1.589568
1.211455,1.293628,1.494477,1.535654
1.283225,0.242136,-0.553329,-0.456321
0.259557,0.631212,-0.561980,-1.645581
0.618941,1.947739,1.050161,1.416639
1.831835,0.534706,1.272829,0.096756
1.538074,0.692617,2.007914,0.373189
1.565571,1.431659,2.624824,0.895521
0.565652,0.129424,0.371540,0.521223
0.474211,0.293099,0.742600,-2.854024
0.356955,0.108590,-2.371988,1.053005
1.782192,0.982159,-0.288603,0.991888
0.309265,1.604360,1.528661,1.707181
1.970016,1.957964,-0.590379,1.245250
1.951840,0.083748,1.376488,0.222335
0.679010,0.605536,-0.447709,1.211722
0.072739,0.387704,-0.847057,0.233141
0.778584,0.204092,1.163951,1.004474
0.724814,0.462182,-0.245001,2.640177
1.316810,1.616699,1.381644,-0.417405
1.327059,1.271018,1.254145,0.908123
0.672264,0.928596,0.587937,0.624374
0.758791,1.130318,1.869316,-0.150080
0.343547,1.042107,-0.247630,0.199737
1.149901,1.613088,1.611543,1.422825
1.424107,0.813059,0.005107,0.868405
0.320002,0.157310,-0.096653,-0.073638
0.988986,0.442125,0.261554,1.399336
1.546897,0.027729,-0.805594,-1.377012
1.311427,1.155640,-0.739606,0.429512
0.127967,0.142747,2.379487,0.714723
1.428323,1.381195,-0.728265,-0.091409
1.056633,1.329743,0.550123,1.575121
0.593145,0.360474,0.547461,-1.236073
1.389145,0.609355,0.089542,0.596241
1.750133,1.754671,1.675906,0.832531
1.863310,0.855372,0.423086,2.173002
1.843288,1.540804,1.394748,1.085026
0.967901,0.388421,2.307207,0.592724
0.588380,1.037006,0.253896,1.097061
